round,category,operation,inner_iterations,mean_us
19,hash_path,Merkle-style hash-path update N=100,1000,5.6293
19,hash_path,Merkle-style hash-path lookup N=200,1000,5.0339
19,hash_path,Merkle-style hash-path update N=200,1000,6.3222
19,hash_path,Merkle-style hash-path lookup N=500,1000,5.3873999999999995
19,hash_path,Merkle-style hash-path update N=500,1000,7.208399999999999
19,hash_path,Merkle-style hash-path lookup N=1000,1000,6.1955
19,hash_path,Merkle-style hash-path update N=1000,1000,7.932300000000001
20,crypto,SHA-256 (256 B),2000,1.2118499999999999
20,crypto,HMAC-SHA256 (256 B),2000,1.7932000000000001
20,crypto,AES-128-GCM encrypt (256 B),2000,0.57225
20,crypto,AES-128-GCM decrypt (256 B),2000,0.5902999999999999
20,crypto,ECDSA-P256 sign,300,19.113666666666667
20,crypto,ECDSA-P256 verify,300,48.68933333333334
20,crypto,ECDH-P256 shared secret,300,35.82066666666667
20,crypto,ECC-P256 key generation,80,11.68125
20,crypto,X25519 shared secret,600,22.75766666666667
20,crypto,RSA-2048 sign,50,405.744
20,crypto,RSA-2048 verify,300,15.985333333333333
20,hash_path,Merkle-style hash-path lookup N=1,1000,0.8046
20,hash_path,Merkle-style hash-path update N=1,1000,2.0936999999999997
20,hash_path,Merkle-style hash-path lookup N=10,1000,2.6302
20,hash_path,Merkle-style hash-path update N=10,1000,3.8525
20,hash_path,Merkle-style hash-path lookup N=50,1000,3.6886
20,hash_path,Merkle-style hash-path update N=50,1000,5.027
20,hash_path,Merkle-style hash-path lookup N=100,1000,4.4995
20,hash_path,Merkle-style hash-path update N=100,1000,5.8057
20,hash_path,Merkle-style hash-path lookup N=200,1000,4.902100000000001
20,hash_path,Merkle-style hash-path update N=200,1000,6.44
20,hash_path,Merkle-style hash-path lookup N=500,1000,5.3811
20,hash_path,Merkle-style hash-path update N=500,1000,6.9723999999999995
20,hash_path,Merkle-style hash-path lookup N=1000,1000,6.0404
20,hash_path,Merkle-style hash-path update N=1000,1000,7.6196
21,crypto,SHA-256 (256 B),2000,1.12515
21,crypto,HMAC-SHA256 (256 B),2000,1.6613
21,crypto,AES-128-GCM encrypt (256 B),2000,0.5812999999999999
21,crypto,AES-128-GCM decrypt (256 B),2000,0.5895499999999999
21,crypto,ECDSA-P256 sign,300,18.695666666666668
21,crypto,ECDSA-P256 verify,300,49.118
21,crypto,ECDH-P256 shared secret,300,36.413
21,crypto,ECC-P256 key generation,80,11.66625
21,crypto,X25519 shared secret,600,22.358
21,crypto,RSA-2048 sign,50,407.174
21,crypto,RSA-2048 verify,300,16.845333333333333
21,hash_path,Merkle-style hash-path lookup N=1,1000,0.9334
21,hash_path,Merkle-style hash-path update N=1,1000,2.1545
21,hash_path,Merkle-style hash-path lookup N=10,1000,2.6837
21,hash_path,Merkle-style hash-path update N=10,1000,3.8455
21,hash_path,Merkle-style hash-path lookup N=50,1000,3.7645999999999997
21,hash_path,Merkle-style hash-path update N=50,1000,5.561100000000001
21,hash_path,Merkle-style hash-path lookup N=100,1000,4.2677
21,hash_path,Merkle-style hash-path update N=100,1000,5.9036
21,hash_path,Merkle-style hash-path lookup N=200,1000,5.1921
21,hash_path,Merkle-style hash-path update N=200,1000,6.3576999999999995
21,hash_path,Merkle-style hash-path lookup N=500,1000,5.6153
21,hash_path,Merkle-style hash-path update N=500,1000,6.922
21,hash_path,Merkle-style hash-path lookup N=1000,1000,5.926699999999999
21,hash_path,Merkle-style hash-path update N=1000,1000,7.632899999999999
22,crypto,SHA-256 (256 B),2000,1.1145
22,crypto,HMAC-SHA256 (256 B),2000,1.6070499999999999
22,crypto,AES-128-GCM encrypt (256 B),2000,0.5856
22,crypto,AES-128-GCM decrypt (256 B),2000,0.58935
22,crypto,ECDSA-P256 sign,300,20.869666666666667
22,crypto,ECDSA-P256 verify,300,49.89233333333333
22,crypto,ECDH-P256 shared secret,300,36.499
22,crypto,ECC-P256 key generation,80,11.86625
22,crypto,X25519 shared secret,600,22.618333333333332
22,crypto,RSA-2048 sign,50,422.374
22,crypto,RSA-2048 verify,300,16.072666666666667
22,hash_path,Merkle-style hash-path lookup N=1,1000,0.8107000000000001
22,hash_path,Merkle-style hash-path update N=1,1000,2.1704
22,hash_path,Merkle-style hash-path lookup N=10,1000,2.583
22,hash_path,Merkle-style hash-path update N=10,1000,3.8876
22,hash_path,Merkle-style hash-path lookup N=50,1000,3.764
22,hash_path,Merkle-style hash-path update N=50,1000,5.038
22,hash_path,Merkle-style hash-path lookup N=100,1000,4.404
22,hash_path,Merkle-style hash-path update N=100,1000,5.6193
22,hash_path,Merkle-style hash-path lookup N=200,1000,4.7882
22,hash_path,Merkle-style hash-path update N=200,1000,6.426699999999999
22,hash_path,Merkle-style hash-path lookup N=500,1000,5.392600000000001
22,hash_path,Merkle-style hash-path update N=500,1000,6.9308000000000005
22,hash_path,Merkle-style hash-path lookup N=1000,1000,6.016100000000001
22,hash_path,Merkle-style hash-path update N=1000,1000,7.457
23,crypto,SHA-256 (256 B),2000,1.0714000000000001
23,crypto,HMAC-SHA256 (256 B),2000,1.64435
23,crypto,AES-128-GCM encrypt (256 B),2000,0.5698
23,crypto,AES-128-GCM decrypt (256 B),2000,0.7217
23,crypto,ECDSA-P256 sign,300,18.743
23,crypto,ECDSA-P256 verify,300,49.128
23,crypto,ECDH-P256 shared secret,300,37.184666666666665
23,crypto,ECC-P256 key generation,80,11.71
23,crypto,X25519 shared secret,600,22.1875
23,crypto,RSA-2048 sign,50,403.706
23,crypto,RSA-2048 verify,300,16.431
23,hash_path,Merkle-style hash-path lookup N=1,1000,0.7968
23,hash_path,Merkle-style hash-path update N=1,1000,2.0382000000000002
23,hash_path,Merkle-style hash-path lookup N=10,1000,2.4932
23,hash_path,Merkle-style hash-path update N=10,1000,3.8156999999999996
23,hash_path,Merkle-style hash-path lookup N=50,1000,3.8741
23,hash_path,Merkle-style hash-path update N=50,1000,5.022600000000001
23,hash_path,Merkle-style hash-path lookup N=100,1000,4.204
23,hash_path,Merkle-style hash-path update N=100,1000,6.0871
23,hash_path,Merkle-style hash-path lookup N=200,1000,5.161
23,hash_path,Merkle-style hash-path update N=200,1000,8.5707
23,hash_path,Merkle-style hash-path lookup N=500,1000,7.2818000000000005
23,hash_path,Merkle-style hash-path update N=500,1000,7.4905
23,hash_path,Merkle-style hash-path lookup N=1000,1000,6.3687
23,hash_path,Merkle-style hash-path update N=1000,1000,7.4517
24,crypto,SHA-256 (256 B),2000,1.1382999999999999
24,crypto,HMAC-SHA256 (256 B),2000,1.7125
24,crypto,AES-128-GCM encrypt (256 B),2000,0.6233
24,crypto,AES-128-GCM decrypt (256 B),2000,0.63775
24,crypto,ECDSA-P256 sign,300,18.483
24,crypto,ECDSA-P256 verify,300,52.614666666666665
24,crypto,ECDH-P256 shared secret,300,39.028
24,crypto,ECC-P256 key generation,80,12.3375
24,crypto,X25519 shared secret,600,23.104166666666668
24,crypto,RSA-2048 sign,50,425.434
24,crypto,RSA-2048 verify,300,17.790666666666667
24,hash_path,Merkle-style hash-path lookup N=1,1000,0.8036
24,hash_path,Merkle-style hash-path update N=1,1000,2.1039
24,hash_path,Merkle-style hash-path lookup N=10,1000,2.5256
24,hash_path,Merkle-style hash-path update N=10,1000,3.8448
24,hash_path,Merkle-style hash-path lookup N=50,1000,3.8306
24,hash_path,Merkle-style hash-path update N=50,1000,5.198600000000001
24,hash_path,Merkle-style hash-path lookup N=100,1000,4.1985
24,hash_path,Merkle-style hash-path update N=100,1000,5.9162
24,hash_path,Merkle-style hash-path lookup N=200,1000,5.0845
24,hash_path,Merkle-style hash-path update N=200,1000,6.2156
24,hash_path,Merkle-style hash-path lookup N=500,1000,5.532
24,hash_path,Merkle-style hash-path update N=500,1000,7.0084
24,hash_path,Merkle-style hash-path lookup N=1000,1000,6.0922
24,hash_path,Merkle-style hash-path update N=1000,1000,7.7513000000000005
25,crypto,SHA-256 (256 B),2000,1.1178
25,crypto,HMAC-SHA256 (256 B),2000,1.6253499999999999
25,crypto,AES-128-GCM encrypt (256 B),2000,0.5640499999999999
25,crypto,AES-128-GCM decrypt (256 B),2000,0.6011
25,crypto,ECDSA-P256 sign,300,22.282
25,crypto,ECDSA-P256 verify,300,54.443
25,crypto,ECDH-P256 shared secret,300,37.470666666666666
25,crypto,ECC-P256 key generation,80,13.48375
25,crypto,X25519 shared secret,600,23.688333333333333
25,crypto,RSA-2048 sign,50,439.918
25,crypto,RSA-2048 verify,300,17.47866666666667
25,hash_path,Merkle-style hash-path lookup N=1,1000,0.8202
25,hash_path,Merkle-style hash-path update N=1,1000,2.0761999999999996
25,hash_path,Merkle-style hash-path lookup N=10,1000,2.5866
25,hash_path,Merkle-style hash-path update N=10,1000,4.2353000000000005
25,hash_path,Merkle-style hash-path lookup N=50,1000,4.109100000000001
25,hash_path,Merkle-style hash-path update N=50,1000,5.4348
25,hash_path,Merkle-style hash-path lookup N=100,1000,4.8205
25,hash_path,Merkle-style hash-path update N=100,1000,6.2248
25,hash_path,Merkle-style hash-path lookup N=200,1000,5.3755
25,hash_path,Merkle-style hash-path update N=200,1000,6.7844
25,hash_path,Merkle-style hash-path lookup N=500,1000,5.735399999999999
25,hash_path,Merkle-style hash-path update N=500,1000,7.0539
25,hash_path,Merkle-style hash-path lookup N=1000,1000,5.9715
25,hash_path,Merkle-style hash-path update N=1000,1000,7.663
26,crypto,SHA-256 (256 B),2000,1.1907
26,crypto,HMAC-SHA256 (256 B),2000,1.7296500000000001
26,crypto,AES-128-GCM encrypt (256 B),2000,0.5969500000000001
26,crypto,AES-128-GCM decrypt (256 B),2000,0.6263500000000001
26,crypto,ECDSA-P256 sign,300,20.10033333333333
26,crypto,ECDSA-P256 verify,300,49.992333333333335
26,crypto,ECDH-P256 shared secret,300,39.012
26,crypto,ECC-P256 key generation,80,13.95125
26,crypto,X25519 shared secret,600,22.419833333333333
26,crypto,RSA-2048 sign,50,421.274
26,crypto,RSA-2048 verify,300,17.06
26,hash_path,Merkle-style hash-path lookup N=1,1000,0.9687
26,hash_path,Merkle-style hash-path update N=1,1000,2.2251
26,hash_path,Merkle-style hash-path lookup N=10,1000,2.571
26,hash_path,Merkle-style hash-path update N=10,1000,3.9306
26,hash_path,Merkle-style hash-path lookup N=50,1000,3.7945
26,hash_path,Merkle-style hash-path update N=50,1000,5.334899999999999
26,hash_path,Merkle-style hash-path lookup N=100,1000,4.3037
26,hash_path,Merkle-style hash-path update N=100,1000,5.7302
26,hash_path,Merkle-style hash-path lookup N=200,1000,5.03
26,hash_path,Merkle-style hash-path update N=200,1000,6.2998
26,hash_path,Merkle-style hash-path lookup N=500,1000,5.5193
26,hash_path,Merkle-style hash-path update N=500,1000,7.1265
26,hash_path,Merkle-style hash-path lookup N=1000,1000,6.1475
26,hash_path,Merkle-style hash-path update N=1000,1000,7.653899999999999
27,crypto,SHA-256 (256 B),2000,1.1316
27,crypto,HMAC-SHA256 (256 B),2000,1.62275
27,crypto,AES-128-GCM encrypt (256 B),2000,0.60225
27,crypto,AES-128-GCM decrypt (256 B),2000,0.71125
27,crypto,ECDSA-P256 sign,300,18.686
27,crypto,ECDSA-P256 verify,300,50.708666666666666
27,crypto,ECDH-P256 shared secret,300,37.56
27,crypto,ECC-P256 key generation,80,11.71125
27,crypto,X25519 shared secret,600,22.3765
27,crypto,RSA-2048 sign,50,418.76
27,crypto,RSA-2048 verify,300,16.164666666666665
27,hash_path,Merkle-style hash-path lookup N=1,1000,0.8285
27,hash_path,Merkle-style hash-path update N=1,1000,2.0734
27,hash_path,Merkle-style hash-path lookup N=10,1000,2.5759000000000003
27,hash_path,Merkle-style hash-path update N=10,1000,4.1693999999999996
27,hash_path,Merkle-style hash-path lookup N=50,1000,3.7413000000000003
27,hash_path,Merkle-style hash-path update N=50,1000,5.2223999999999995
27,hash_path,Merkle-style hash-path lookup N=100,1000,4.4933000000000005
27,hash_path,Merkle-style hash-path update N=100,1000,6.2283
27,hash_path,Merkle-style hash-path lookup N=200,1000,5.0759
27,hash_path,Merkle-style hash-path update N=200,1000,6.8228
27,hash_path,Merkle-style hash-path lookup N=500,1000,5.396100000000001
27,hash_path,Merkle-style hash-path update N=500,1000,6.9643999999999995
27,hash_path,Merkle-style hash-path lookup N=1000,1000,6.7073
27,hash_path,Merkle-style hash-path update N=1000,1000,7.4357
28,crypto,SHA-256 (256 B),2000,1.13365
28,crypto,HMAC-SHA256 (256 B),2000,1.7353
28,crypto,AES-128-GCM encrypt (256 B),2000,0.57635
28,crypto,AES-128-GCM decrypt (256 B),2000,0.6035
28,crypto,ECDSA-P256 sign,300,19.282
28,crypto,ECDSA-P256 verify,300,51.650333333333336
28,crypto,ECDH-P256 shared secret,300,39.894666666666666
28,crypto,ECC-P256 key generation,80,12.16875
28,crypto,X25519 shared secret,600,22.92233333333333
28,crypto,RSA-2048 sign,50,420.244
28,crypto,RSA-2048 verify,300,16.281
28,hash_path,Merkle-style hash-path lookup N=1,1000,0.8119
28,hash_path,Merkle-style hash-path update N=1,1000,2.1424000000000003
28,hash_path,Merkle-style hash-path lookup N=10,1000,2.6023
28,hash_path,Merkle-style hash-path update N=10,1000,4.3228
28,hash_path,Merkle-style hash-path lookup N=50,1000,3.8878000000000004
28,hash_path,Merkle-style hash-path update N=50,1000,5.5015
28,hash_path,Merkle-style hash-path lookup N=100,1000,4.5427
28,hash_path,Merkle-style hash-path update N=100,1000,10.372399999999999
28,hash_path,Merkle-style hash-path lookup N=200,1000,8.4336
28,hash_path,Merkle-style hash-path update N=200,1000,8.539
28,hash_path,Merkle-style hash-path lookup N=500,1000,7.3678
28,hash_path,Merkle-style hash-path update N=500,1000,8.9231
28,hash_path,Merkle-style hash-path lookup N=1000,1000,6.6334
28,hash_path,Merkle-style hash-path update N=1000,1000,8.6044
29,crypto,SHA-256 (256 B),2000,1.2115
29,crypto,HMAC-SHA256 (256 B),2000,1.7524000000000002
29,crypto,AES-128-GCM encrypt (256 B),2000,0.63085
29,crypto,AES-128-GCM decrypt (256 B),2000,0.66925
29,crypto,ECDSA-P256 sign,300,21.203333333333333
29,crypto,ECDSA-P256 verify,300,53.204
29,crypto,ECDH-P256 shared secret,300,39.20066666666666
29,crypto,ECC-P256 key generation,80,12.77625
29,crypto,X25519 shared secret,600,23.409166666666668
29,crypto,RSA-2048 sign,50,435.12
29,crypto,RSA-2048 verify,300,17.71666666666667
29,hash_path,Merkle-style hash-path lookup N=1,1000,0.8359
29,hash_path,Merkle-style hash-path update N=1,1000,2.1307
29,hash_path,Merkle-style hash-path lookup N=10,1000,2.5465
29,hash_path,Merkle-style hash-path update N=10,1000,4.0792
29,hash_path,Merkle-style hash-path lookup N=50,1000,4.3201
29,hash_path,Merkle-style hash-path update N=50,1000,5.794899999999999
29,hash_path,Merkle-style hash-path lookup N=100,1000,4.7246999999999995
29,hash_path,Merkle-style hash-path update N=100,1000,6.1887
29,hash_path,Merkle-style hash-path lookup N=200,1000,5.037100000000001
29,hash_path,Merkle-style hash-path update N=200,1000,6.7343
29,hash_path,Merkle-style hash-path lookup N=500,1000,5.834899999999999
29,hash_path,Merkle-style hash-path update N=500,1000,7.1411999999999995
29,hash_path,Merkle-style hash-path lookup N=1000,1000,6.1183000000000005
29,hash_path,Merkle-style hash-path update N=1000,1000,7.519699999999999
30,crypto,SHA-256 (256 B),2000,1.1494000000000002
30,crypto,HMAC-SHA256 (256 B),2000,1.6286500000000002
30,crypto,AES-128-GCM encrypt (256 B),2000,0.5854
30,crypto,AES-128-GCM decrypt (256 B),2000,0.63915
30,crypto,ECDSA-P256 sign,300,19.178
30,crypto,ECDSA-P256 verify,300,53.33866666666666
30,crypto,ECDH-P256 shared secret,300,38.815333333333335
30,crypto,ECC-P256 key generation,80,12.255
30,crypto,X25519 shared secret,600,23.6295
30,crypto,RSA-2048 sign,50,424.522
30,crypto,RSA-2048 verify,300,17.706
30,hash_path,Merkle-style hash-path lookup N=1,1000,0.8548
30,hash_path,Merkle-style hash-path update N=1,1000,2.1357
30,hash_path,Merkle-style hash-path lookup N=10,1000,2.5970999999999997
30,hash_path,Merkle-style hash-path update N=10,1000,3.8955
30,hash_path,Merkle-style hash-path lookup N=50,1000,3.9048000000000003
30,hash_path,Merkle-style hash-path update N=50,1000,5.3449
30,hash_path,Merkle-style hash-path lookup N=100,1000,4.44
30,hash_path,Merkle-style hash-path update N=100,1000,5.8071
30,hash_path,Merkle-style hash-path lookup N=200,1000,5.3901
30,hash_path,Merkle-style hash-path update N=200,1000,6.2932
30,hash_path,Merkle-style hash-path lookup N=500,1000,5.7921000000000005
30,hash_path,Merkle-style hash-path update N=500,1000,7.2054
30,hash_path,Merkle-style hash-path lookup N=1000,1000,6.2478
30,hash_path,Merkle-style hash-path update N=1000,1000,8.0413
